Item,Open,Close,Volume
0,0.6436943272386311,0.6448598130841121,0.005860342299252489
1,0.6436943272386311,0.6261682242990654,0.005860342299252489
2,0.6436943272386311,0.6448598130841121,0.005860342299252489
3,0.6432255039849977,0.6261682242990654,0.0029903390882041058
4,0.6132208157524612,0.6144859813084113,0.001989937765493959
5,0.5818096577590248,0.5327102803738317,0.002975399666398702
6,0.5457102672292546,0.547196261682243,0.0018096500945864974
7,0.5330520393811533,0.5186915887850467,0.002050456621554227
8,0.5241443975621192,0.5257009345794392,0.0013596848813289596
9,0.49835911861228316,0.48364485981308414,0.0020275851084435768
10,0.49789029535864976,0.4995327102803738,0.00039848205855588515
11,0.5489920300046882,0.4878504672897196,0.0009414031090736458
12,0.549929676511955,0.5514018691588785,7.523026626478422e-05
13,0.5921237693389592,0.5682242990654206,0.0003169802018265231
14,0.6272855133614628,0.6285046728971962,0.0013526902652303387
15,0.695264885138303,0.6308411214953271,0.001666396084847825
16,0.7702766057196437,0.7710280373831776,0.003268791262867915
17,0.7158931082981717,0.6443925233644859,0.002942237116684397
18,0.6436943272386311,0.6448598130841121,0.0017375238375501607
19,0.6905766526019692,0.6261682242990654,0.001470513776642445
20,0.7055789967182373,0.7065420560747663,0.0022777307871532605
21,0.718706047819972,0.6822429906542056,0.0017544077151638823
22,0.7093295827473043,0.7102803738317757,0.0014533145818706177
23,0.7116736990154713,0.6962616822429907,0.002319162783626914
24,0.7726207219878107,0.7733644859813084,0.004332850203564311
25,0.8087201125175809,0.7658878504672898,0.0028056479962311654
26,0.8790436005625879,0.8794392523364486,0.003074303300697706
27,0.9062353492733239,0.7864485981308412,0.00568563455536602
28,0.786685419596812,0.7873831775700936,0.0044088365529071335
29,0.763244256915143,0.7439252336448597,0.0011874733982774922
30,0.789029535864979,0.7897196261682243,0.0018106104557158887
31,0.76558837318331,0.7616822429906541,0.0012511979787785002
32,0.7637130801687764,0.7644859813084112,0.003311301440591865
33,0.7726207219878107,0.7663551401869159,0.0006033356484854296
34,0.786685419596812,0.7873831775700936,0.0015216553377561497
35,0.7819971870604783,0.7663551401869159,0.001324174405464245
36,0.7726207219878107,0.7733644859813084,0.0024739419745450518
37,0.76558837318331,0.7500000000000001,0.0006412160887965503
38,0.7538677918424754,0.7546728971962616,0.0014361289491270964
39,0.76558837318331,0.7616822429906541,0.0007875334216787533
40,0.763244256915143,0.7640186915887851,0.0007116089490900755
41,0.7609001406469762,0.7476635514018691,0.0007235460768793239
42,0.7468354430379747,0.7476635514018691,0.0015452778481842234
43,0.7416783872480075,0.7196261682242991,0.0005118173862256019
44,0.7468354430379747,0.7476635514018691,0.0006584144359416082
45,0.7196436943272386,0.7056074766355139,0.0008091716378403619
46,0.6858884200656352,0.6869158878504673,0.00029020282456385555
47,0.6741678387248007,0.6719626168224299,0.0011048314835436894
48,0.6718237224566339,0.6728971962616822,0.00022993910416108654
49,0.7585560243788092,0.6873831775700935,0.0016328673603692684
50,0.7210501640881388,0.7219626168224299,0.0009446435862119186
51,0.7069854664791375,0.7009345794392524,0.0008486218829278576
52,0.7046413502109705,0.7056074766355139,0.0008729318186656723
53,0.7069854664791375,0.6892523364485982,0.0014522881058532365
54,0.6999531176746367,0.7009345794392524,0.002669658995530457
55,0.7257383966244726,0.6822429906542056,0.0012833484621304987
56,0.7051101734646039,0.7060747663551402,0.0033000347855769757
57,0.7032348804500703,0.6962616822429907,0.0009112191198259615
58,0.7327707454289734,0.7336448598130841,0.000844485464294645
59,0.8279418659165496,0.7429906542056074,0.0004037780306092278
60,0.7829348335677451,0.7836448598130842,0.0005376403357462618
61,0.7233942803563058,0.7102803738317757,0.004260791756669502
62,0.7374589779653071,0.7383177570093459,0.001905358175965991
63,0.718706047819972,0.6990654205607477,0.003156449353771585
64,0.7093295827473043,0.7102803738317757,9.226756432371298e-05
65,0.7004219409282701,0.6962616822429907,0.0008460518785639436
66,0.6905766526019692,0.6915887850467289,0.0008142082361023597
67,0.6905766526019692,0.6827102803738317,0.0013327930744524634
68,0.7079231129864043,0.7088785046728973,0.00027664333913854795
69,0.7069854664791375,0.6962616822429907,0.0013497769720249389
70,0.7046413502109705,0.7056074766355139,0.0006502772189582392
71,0.718706047819972,0.6915887850467289,0.0012833798243209553
72,0.6999531176746367,0.7009345794392524,0.000599148372246071
73,0.7022972339428037,0.6892523364485982,0.0026173917860673863
74,0.6905766526019692,0.6915887850467289,0.0006423985281394461
75,0.6882325363338022,0.6822429906542056,0.00042918225250595187
76,0.695264885138303,0.6962616822429907,0.0005864254944418659
77,0.6905766526019692,0.6869158878504673,0.0001713850469515941
78,0.6840131270511018,0.6850467289719626,0.0009677388727896117
79,0.6858884200656352,0.6789719626168225,0.001880861762338974
80,0.6858884200656352,0.6869158878504673,0.0024922803796945505
81,0.6765119549929677,0.6588785046728972,0.0011231503932774987
82,0.6671354899203001,0.6682242990654206,0.0014465734061759581
83,0.6343178621659635,0.616822429906542,0.002374725565968249
84,0.6132208157524612,0.6144859813084113,0.002441100675376236
85,0.5649320206282231,0.514018691588785,0.002398525230391065
86,0.5686826066572903,0.5700934579439252,0.001518433508406797
87,0.5649320206282231,0.5607476635514018,0.0008415679329553997
88,0.5733708391936241,0.5747663551401869,0.00025857193642131606
89,0.5639943741209563,0.5560747663551402,0.0006440471622053474
90,0.5639943741209563,0.5654205607476636,0.0018391136010804457
91,0.546179090482888,0.4738317757009346,0.0012434006601295408
92,0.5077355836849509,0.5093457943925234,0.001709704726988268
93,0.5644631973745897,0.5093457943925234,0.0009312231115767435
94,0.6521331458040318,0.6532710280373831,0.0029299643286945843
95,0.6905766526019692,0.6121495327102804,0.014056249807740765
96,0.6319737458977965,0.633177570093458,0.0027087795138047723
97,0.6343178621659635,0.6261682242990654,0.0041611591633490715
98,0.6338490389123301,0.6350467289719626,0.004921532080465523
99,0.6296296296296295,0.6130841121495327,0.0024099834490557714
100,0.6249413970932958,0.6261682242990654,0.002009793422560148
101,0.6179090482887952,0.5794392523364486,0.004938305766599262
102,0.5897796530707924,0.5911214953271028,0.004038420264302949
103,0.5827473042662916,0.5733644859813084,0.005189351624937731
104,0.6015002344116269,0.602803738317757,0.007330177126852884
105,0.6408813877168307,0.5747663551401869,0.00987919849009782
106,0.38209095171120483,0.3841121495327102,0.0005654348651318505
107,0.34552273792780125,0.33504672897196264,0.0002673007968895174
108,0.3553680262541022,0.35747663551401865,0.0011529012452461723
109,0.3530239099859353,0.3495327102803738,0.0004896960228056057
110,0.3530239099859353,0.3551401869158879,0.00017272344962000446
111,0.3670886075949367,0.3546728971962617,0.0009112259008401143
112,0.37880918893577126,0.3808411214953271,0.00032426724916048385
113,0.4036568213783404,0.391588785046729,0.0007078226003125016
114,0.3905297702766057,0.39252336448598135,0.00036513981196653085
115,0.389592123769339,0.3780373831775701,0.0002511162113603042
116,0.3919362400375059,0.39392523364485976,0.00024850213040439697
117,0.3858415377402719,0.3878504672897196,6.9115486752490085e-06
118,0.3858415377402719,0.3878504672897196,6.98478362809933e-05
119,0.37880918893577126,0.3691588785046729,0.0019377324327850322
120,0.38115330520393814,0.383177570093458,0.0006281541602847049
121,0.38115330520393814,0.37149532710280375,0.0013643264855165563
122,0.37880918893577126,0.3808411214953271,0.0019773954321915723
123,0.3717768401312705,0.3691588785046729,0.0009195089096277686
124,0.3717768401312705,0.3738317757009346,0.00036006507049992357
125,0.3755274261603376,0.36448598130841126,0.0001614237371611199
126,0.36333802156586964,0.3654205607476635,0.002658423702706024
127,0.3661509610876699,0.3598130841121495,0.00046211933349967594
128,0.3670886075949367,0.3691588785046729,0.0006004825367806358
129,0.3675574308485701,0.36448598130841126,0.0005924097394317186
130,0.36521331458040324,0.3672897196261682,0.0026367685340090334
131,0.36333802156586964,0.3621495327102804,0.000302601908942264
132,0.36474449132676984,0.366822429906542,0.0005612594556672593
133,0.3534927332395687,0.35046728971962615,0.00031572740946179197
134,0.3539615564932021,0.3560747663551401,0.0024870098364442807
135,0.35771214252226907,0.3551401869158879,0.0008636375911424807
136,0.35771214252226907,0.3598130841121495,0.0013470942333007343
137,0.34833567744960153,0.34672897196261676,0.00034511378191975223
138,0.34599156118143465,0.3481308411214953,0.0005263499471818374
139,0.34411626816690105,0.3457943925233645,0.00012291605304086452
140,0.34364744491326765,0.3457943925233645,0.0007643982966429125
141,0.33145804031879983,0.33130841121495325,0.0002664294365708817
142,0.32489451476793246,0.3271028037383178,0.00044916081545366086
143,0.32536333802156586,0.3149532710280374,0.0003415757877855249
144,0.31129864041256444,0.31355140186915886,0.00043717706819211186
145,0.3037974683544304,0.297196261682243,0.0005434652269035233
146,0.29207688701359585,0.29439252336448596,0.0005366384409051844
147,0.27988748241912803,0.264018691588785,0.0008726029394792612
148,0.27988748241912803,0.28224299065420555,0.0009202853357482651
149,0.27613689639006095,0.26869158878504673,0.0008635850382827964
150,0.263947491795593,0.26635514018691586,0.0009042058559384204
151,0.25691514299109236,0.24766355140186913,0.0009663784318252047
152,0.2475386779184247,0.25,0.001438150538971402
153,0.2320675105485232,0.21915887850467286,0.0013973585007084196
154,0.22972339428035632,0.23224299065420562,0.0008317541102227491
155,0.24191279887482414,0.23364485981308414,0.0008111474558391362
156,0.2526957337083919,0.2551401869158878,6.24056732482871e-05
157,0.2709798406000938,0.2546728971962616,0.0006087231642298351
158,0.2967651195499296,0.2990654205607477,0.0007082277659081318
159,0.3328645100796999,0.30140186915887845,0.0008672739099819237
160,0.3342709798406001,0.33644859813084116,0.0029997553739820482
161,0.3333333333333333,0.3182242990654206,0.000856771814312763
162,0.3225503984997656,0.3247663551401869,0.001402407813371954
163,0.3056727613689639,0.27336448598130836,0.00047118215891490305
164,0.30801687763713076,0.31028037383177565,0.00211097123948065
165,0.30989217065166436,0.30841121495327106,0.0005152273887176949
166,0.30848570089076416,0.3107476635514018,0.00044926507354626024
167,0.303328645100797,0.2990654205607477,0.0011075727085149618
168,0.3014533520862635,0.3037383177570093,3.86009230648565e-06
169,0.3047351148616972,0.2920560747663551,0.0005154342096493555
170,0.30848570089076416,0.3107476635514018,0.0010336825401721262
171,0.30848570089076416,0.2990654205607477,0.0002752108498987674
172,0.3202062822315987,0.32242990654205606,8.878042779563175e-06
173,0.31082981715893104,0.30887850467289724,0.00025294369467448584
174,0.30848570089076416,0.3107476635514018,0.0008474843678037241
175,0.3061415846225973,0.3037383177570093,0.0005675573225616792
176,0.31082981715893104,0.3130841121495327,0.0001048124405064068
177,0.31317393342709804,0.2990654205607477,0.0005943584333738816
178,0.3037974683544304,0.3060747663551402,0.00028540271417043696
179,0.3136427566807313,0.30140186915887845,0.0009290896349989165
180,0.3037974683544304,0.3060747663551402,0.0019277355226702557
181,0.3136427566807313,0.3060747663551402,0.00032407144737682156
